0,0
0.082743321,2649.204903
0.250663665,2778.297464
0.418584009,2817.58656
0.584070762,2842.843808
0.751991106,2848.456509
0.91991145,2851.262891
1.085398203,2854.069209
1.253318547,2862.488292
1.421238891,2856.875592
1.589159235,2851.262891
1.757079579,2845.650127
1.924999923,2831.618343
2.090486565,2800.748394
2.255973429,2767.072063
2.423893774,2710.944801
2.591814118,2646.398457
2.759734462,2584.658559
2.925221326,2522.918661
3.09557515,2461.178634
3.261062014,2421.889667
3.426548433,1891.487448
3.596902702,802.6193159
3.764823046,277.8297335
3.930309465,92.60991118
4.098229809,19.64461226
4.266150153,-2.806189658
